ID,Name,BirthDate,Pos,NHL,HockeyDB,PuckPedia
leean01,Anders Lee,1990-07-03,LW,NYI,120938,anders-lee
leean02,Andre Lee,2000-07-26,LW,LAK,217063,andre-lee
leery01,Ryker Lee,2006-11-08,RW,NSH,274303,ryker-lee
lefebli01,Liam Lefebvre,2007-05-15,C,LAK,,liam-lefebvre
legarna01,Nathan Legare,2001-01-11,RW,NJD,208993,nathan-legare
legauch01,Charles-Alexis Legault,2003-09-05,D,CAR,230661,charles-alexis-legault
lehkoar01,Artturi Lehkonen,1995-07-04,LW,COL,147613,artturi-lehkonen
leinoto02,Topias Leinonen,2004-01-25,G,BUF,250696,topias-leinonen
lekkejo01,Jonathan Lekkerimaki,2004-07-24,RW,VAN,244123,jonathan-lekkerimaki
leonajo01,John Leonard,1998-08-07,LW,DET,187532,john-leonard
leonary01,Ryan Leonard,2005-01-21,RW,WSH,248126,ryan-leonard
letankr01,Kris Letang,1987-04-24,D,PIT,80459,kris-letang
letoude01,Dean Letourneau,2006-02-21,F,BOS,273159,dean-letourneau
levide01,Devon Levi,2001-12-27,G,BUF,226016,devon-levi
levshar01,Artyom Levshunov,2005-10-28,D,CHI,261388,artyom-levshunov
lewanda01,David Lewandowski,2007-02-20,LW,EDM,272841,david-lewandowski
lheurza01,Zachary L'Heureux,2003-05-15,LW,NSH,227328,zachary-lheureux
liljeti01,Timothy Liljegren,1999-04-30,D,WSH,191378,timothy-liljegren
limatku01,Kurban Limatov,2007-03-20,D,CAR,,kurban-limatov
lindbca01,Carl Lindbom,2003-05-20,G,VEG,238778,carl-lindbom
lindees01,Esa Lindell,1994-05-23,D,DAL,155341,esa-lindell
lindgch01,Charlie Lindgren,1993-12-18,G,WSH,145506,charlie-lindgren
lindgry01,Ryan Lindgren,1998-02-11,D,SEA,177810,ryan-lindgren
lindhel01,Elias Lindholm,1994-12-02,C,BOS,152765,elias-lindholm
lindhha01,Hampus Lindholm,1994-01-20,D,BOS,152875,hampus-lindholm
lindsca01,Cayden Lindstrom,2006-02-03,F,CBJ,251427,cayden-lindstrom
lindsth01,Theo Lindstein,2005-01-05,D,STL,245906,theo-lindstein
linry01,Ryan Lin,2008-04-18,D,SJS,,ryan-lin
liskebr01,Brek Liske,2008-01-09,D,PHI,,brek-liske
livanja01,Jake Livanavage,2004-05-06,D,PIT,238088,jake-livanavage
lizotbl01,Blake Lizotte,1997-12-13,C,PIT,176501,blake-lizotte
lohrema01,Mason Lohrei,2001-01-17,D,BOS,224611,mason-lohrei
lombaam01,Amadeus Lombardi,2003-06-05,C,NJD,,amadeus-lombardi
lombery01,Ryan Lomberg,1994-12-09,LW,CGY,128073,ryan-lomberg
lorenst01,Steven Lorentz,1996-04-13,C,TOR,170262,steven-lorentz
lowryad01,Adam Lowry,1993-03-29,LW,WPG,122998,adam-lowry
luchaje01,Jett Luchanko,2006-08-21,F,PHI,262249,jett-luchanko
lucicmi01,Milan Lucic,1988-06-07,LW,BOS,83957,milan-lucic
luciucr01,Cruz Lucius,2004-04-05,RW,ANA,,cruz-lucius
luffma01,Matt Luff,1997-05-05,RW,STL,170394,matt-luff
lundca01,Cameron Lund,2004-06-07,C,SJS,235428,cameron-lund
lundean01,Anton Lundell,2001-10-03,C,FLA,217207,anton-lundell
lundeis01,Isac Lundeström,1999-11-06,C,CBJ,192083,isac-lundestrom
lundkni01,Nils Lundkvist,2000-07-27,D,DAL,210202,nils-lundkvist
lundmsi01,Simon Lundmark,2000-10-08,D,TBL,210203,simon-lundmark
luneatr01,Tristan Luneau,2004-01-12,D,ANA,235316,tristan-luneau
luostee01,Eetu Luostarinen,1998-09-02,C,FLA,197649,eetu-luostarinen
luukkuk01,Ukko-Pekka Luukkonen,1999-03-09,G,BUF,196751,ukko-pekka-luukkonen
lycksol01,Olle Lycksell,1999-08-24,RW,PHI,191368,olle-lycksell
lyonal01,Alex Lyon,1992-12-09,G,BUF,139929,alex-lyon
lyselfa01,Fabian Lysell,2003-01-19,RW,BOS,238748,fabian-lysell
lyubuil01,Ilya Lyubushkin,1994-04-06,D,DAL,171177,ilya-lyubushkin
maattol01,Olli Määttä,1994-08-22,D,CGY,145065,olli-maatta
maccema01,Matias Maccelli,2000-10-14,LW,TOR,212466,matias-maccelli
macdeku01,Kurtis MacDermid,1994-03-25,LW,OTT,145066,kurtis-macdermid
maceama01,Mackenzie MacEachern,1994-03-09,LW,VAN,155339,mackenzie-maceachern
macewza01,Zack MacEwen,1996-07-08,C,NJD,175199,zack-macewen
mackeco01,Connor Mackey,1996-09-12,D,NYR,187536,connor-mackey
mackina01,Nathan MacKinnon,1995-09-01,C,COL,143744,nathan-mackinnon
macleky01,Kyle MacLean,1999-04-29,F,NYI,187403,kyle-maclean
mahurjo01,Josh Mahura,1998-05-05,D,SEA,172634,josh-mahura
mailllo01,Logan Mailloux,2003-04-15,D,STL,230411,logan-mailloux
makarca01,Cale Makar,1998-10-30,D,COL,178719,cale-makar
makarta01,Taylor Makar,2001-03-13,LW,COL,210429,taylor-makar
malatja01,James Malatesta,2003-05-31,LW,CBJ,227333,james-malatesta
malenbe01,Beck Malenstyn,1998-02-04,LW,BUF,172179,beck-malenstyn
malhoca01,Caleb Malhotra,2008-06-02,C,VAN,,caleb-malhotra
malinsa01,Sam Malinski,1998-07-27,D,COL,209409,sam-malinski
malkiev01,Evgeni Malkin,1986-07-31,C,PIT,77329,evgeni-malkin
malotje01,Jeff Malott,1996-08-07,F,LAK,176312,jeff-malott
mancivi01,Victor Mancini,2002-05-26,D,VAN,219756,victor-mancini
mangian01,Andrew Mangiapane,1996-04-04,LW,CHI,170147,andrew-mangiapane
mansojo01,Josh Manson,1991-10-07,D,COL,118989,josh-manson
manthan01,Anthony Mantha,1994-09-16,RW,PIT,136790,anthony-mantha
marchbr03,Brad Marchand,1988-05-11,LW,FLA,80463,brad-marchand
marchki01,Kirill Marchenko,2000-07-21,RW,CBJ,213157,kirill-marchenko
marchma01,Mason Marchment,1995-06-18,F,CBJ,169535,mason-marchment
marinjo01,John Marino,1997-05-21,D,UTA,174819,john-marino
marjavi01,Viljami Marjala,2003-01-29,LW,EDM,238150,viljami-marjala
marksja02,Jacob Markström,1990-01-31,G,NJD,112727,jacob-markstrom
marnemi01,Mitch Marner,1997-05-05,RW,VEG,161029,mitch-marner
marqumi01,Miguel Marques,2006-03-08,F,NSH,251213,miguel-marques
marrelu01,Luca Marrelli,2005-10-04,D,CBJ,248728,luca-marrelli
martibr02,Brady Martin,2007-03-16,C,NSH,271137,brady-martin
martiem01,Emil Martinsen Lilleberg,2001-02-02,D,TBL,244207,emil-martinsen-lilleberg
martijo01,Jordan Martinook,1992-07-25,LW,CAR,124022,jordan-martinook
martisp01,Spencer Martin,1995-06-08,G,NYR,145070,spencer-martin
martopo01,Porter Martone,2006-10-26,RW,PHI,262250,porter-martone
massema01,Maxim Masse,2006-04-07,F,ANA,261561,maxim-masse
mateyde01,Denton Mateychuk,2004-07-12,D,CBJ,230322,denton-mateychuk
mathemi01,Mike Matheson,1994-02-27,D,MTL,145514,mike-matheson
matinni01,Nikolas Matinpalo,1998-10-05,D,OTT,218697,nikolas-matinpalo
matthau01,Auston Matthews,1997-09-17,C,TOR,170320,auston-matthews
mayfisc01,Scott Mayfield,1992-10-14,D,NYI,123358,scott-mayfield
mayody01,Dysin Mayo,1996-08-17,D,CBJ,160201,dysin-mayo
mazurca01,Carter Mazur,2002-03-28,LW,DET,218463,carter-mazur
mcavoch01,Charlie McAvoy,1997-12-21,D,BOS,170322,charlie-mcavoy
mcbaija03,Jack McBain,2000-01-06,C,UTA,194695,jack-mcbain
mccabja01,Jake McCabe,1993-10-12,D,TOR,123359,jake-mccabe
mccanja01,Jared McCann,1996-05-31,C,SEA,160292,jared-mccann
mccarmi01,Michael McCarron,1995-03-07,RW,MIN,145517,michael-mccarron
mcdavco01,Connor McDavid,1997-01-13,C,EDM,160293,connor-mcdavid
mcdonhu02,Hunter Mcdonald,2002-05-11,D,PHI,227644,hunter-mcdonald
mcdonry01,Ryan McDonagh,1989-06-13,D,TBL,99570,ryan-mcdonagh
mcginhu01,Hugh McGing,1998-07-11,LW,PIT,177665,hugh-mcging
mcgroru01,Rutger Mcgroarty,2004-03-30,RW,PIT,238284,rutger-mcgroarty
mcilrdy01,Dylan McIlrath,1992-04-20,D,WSH,116161,dylan-mcilrath
mckenga01,Gavin McKenna,2007-12-20,LW,TOR,,gavin-mckenna
mckowhu01,Hunter McKown,2002-04-18,F,---,217362,hunter-mckown
mclauma01,Marc McLaughlin,1999-07-26,F,NJD,196256,marc-mclaughlin
mcleory01,Ryan McLeod,1999-09-21,C,BUF,187431,ryan-mcleod
mcmanbo02,Bobby McMann,1996-06-15,F,SEA,161928,bobby-mcmann
mcmicco01,Connor McMichael,2001-01-15,C,WSH,196952,connor-mcmichael
mcnabbr01,Brayden McNabb,1991-01-21,D,VEG,98196,brayden-mcnabb
mcquero01,Roger McQueen,2006-10-02,C,ANA,251829,roger-mcqueen
mctavma01,Mason McTavish,2003-01-30,C,ANA,217518,mason-mctavish
mcwarco01,Cole McWard,2001-06-09,D,NYI,211571,cole-mcward
medveal01,Alexei Medvedev,2007-09-10,G,VAN,284553,alexei-medvedev
megnaja02,Jaycob Megna,1992-12-10,D,VEG,130942,jaycob-megna
meierti01,Timo Meier,1996-10-08,RW,NJD,169615,timo-meier
melanja01,Jacob Melanson,2003-04-22,RW,SEA,223681,jacob-melanson
merceda01,Dawson Mercer,2001-10-27,C,NJD,208997,dawson-mercer
merille01,Leevi Merilainen,2002-08-13,G,OTT,230540,leevi-merilainen
merkuge01,Georgii Merkulov,2000-10-10,F,BOS,229105,georgii-merkulov
mermida01,Dakota Mermis,1994-01-05,D,TOR,124561,dakota-mermis
merzlel01,Elvis Merzļikins,1994-04-13,G,CBJ,175015,elvis-merzlikins
mesarfi01,Filip Mesar,2004-01-03,RW,MTL,235716,filip-mesar
metsaza01,Zach Metsa,1998-10-19,D,BUF,179657,zach-metsa
mewshe01,Henry Mews,2006-03-09,D,CGY,262251,henry-mews
meyerbe01,Ben Meyers,1998-11-15,F,SEA,196578,ben-meyers
michkma01,Matvei Michkov,2004-12-09,RW,PHI,241596,matvei-michkov
middlja01,Jacob Middleton,1996-01-02,D,MIN,160296,jacob-middleton
middlke01,Keaton Middleton,1998-02-10,D,COL,177590,keaton-middleton
miettju01,Julius Miettinen,2006-01-20,F,SEA,270157,julius-miettinen
mikheil01,Ilya Mikheyev,1994-10-10,F,CHI,183034,ilya-mikheyev
mikkoni01,Niko Mikkola,1996-04-27,D,FLA,176927,niko-mikkola
milanso01,Sonny Milano,1996-05-12,LW,WSH,160599,sonny-milano
milicth01,Thomas Milic,2003-04-14,G,WPG,230583,thomas-milic
milleco02,Colin Miller,1992-10-29,D,WPG,130532,colin-miller
millejt01,J.T. Miller,1993-03-14,C,NYR,123367,jt-miller
milleka01,K'Andre Miller,2000-01-21,D,CAR,196132,kandre-miller
minertr01,Trent Miner,2001-02-05,G,COL,212566,trent-miner
mintefr01,Fraser Minten,2004-07-05,C,BOS,230395,fraser-minten
mintypa01,Pavel Mintyukov,2003-11-25,D,ANA,249248,pavel-mintyukov
miromda01,Daniil Miromanov,1997-07-11,D,CGY,177591,daniil-miromanov
mirosiv01,Ivan Miroshnichenko,2004-02-04,LW,WSH,254379,ivan-miroshnichenko
misalu01,Luke Misa,2005-11-25,F,CGY,248878,luke-misa
misami01,Michael Misa,2007-02-16,F,SJS,262403,michael-misa
mitchtr01,Travis Mitchell,1999-11-25,D,ANA,196133,travis-mitchell
mitteca01,Casey Mittelstadt,1998-11-22,C,BOS,192483,casey-mittelstadt
molenta01,Tanner Molendyk,2005-02-03,D,NSH,241004,tanner-molendyk
monahse01,Sean Monahan,1994-10-12,C,CBJ,130620,sean-monahan
montesa01,Sam Montembeault,1996-10-30,G,MTL,169617,sam-montembeault
montgbl01,Blake Montgomery,2005-05-04,LW,OTT,263159,blake-montgomery
montobr01,Brandon Montour,1994-04-11,D,SEA,170326,brandon-montour
moonejo01,John Mooney,2007-03-08,C,MTL,271176,john-mooney
mooreia01,Ian Moore,2002-01-04,D,ANA,229101,ian-moore
mooreol01,Oliver Moore,2005-01-22,C,CHI,248128,oliver-moore
mooretr01,Trevor Moore,1995-03-31,LW,LAK,145526,trevor-moore
moorewi01,William Moore,2007-03-24,C,BOS,271177,william-moore
morinet01,Etienne Morin,2005-03-09,D,NJD,248059,etienne-morin
morozil01,Ilia Morozov,2008-08-03,C,BUF,,ilia-morozov
morozva01,Vadim Moroz,2003-11-20,RW,UTA,,vadim-moroz
morrijo04,Josh Morrissey,1995-03-28,D,WPG,136966,josh-morrissey
morrosc02,Scott Morrow,2002-11-01,D,NYR,229104,scott-morrow
mortosa01,Sam Morton,1999-07-28,F,CGY,195243,sam-morton
moserja01,J.J. Moser,2000-06-06,D,TBL,213738,jj-moser
mottety01,Tyler Motte,1995-03-10,C,DET,145528,tyler-motte
moverja01,Jacob Moverare,1998-08-31,D,LAK,192068,jacob-moverare
mrazepe01,Petr Mrázek,1992-02-14,G,ANA,122893,petr-mrazek
mrtkara01,Radim Mrtka,2007-06-09,D,BUF,273612,radim-mrtka
muellty01,Ty Mueller,2003-02-26,C,VAN,218851,ty-mueller
mugglle01,Leon Muggli,2006-07-09,D,WSH,270720,leon-muggli
mukhash01,Shakir Mukhamadullin,2002-01-10,D,SJS,225854,shakir-mukhamadullin
murasse01,Sergei Murashov,2004-04-01,G,PIT,254433,sergei-murashov
murchty01,Ty Murchison,2003-02-02,D,PHI,228224,ty-murchison
peartja01,Jack Peart,2003-05-15,D,MIN,232761,jack-peart
murphco02,Connor Murphy,1993-03-26,D,EDM,123373,connor-murphy
murrama02,Matt Murray,1994-05-25,G,SEA,130608,matt-murray
murtaja01,Jack Murtagh,2007-08-22,LW,PHI,271178,jack-murtagh
mustajo01,John Mustard,2006-08-16,F,CHI,270604,john-mustard
mustyqu01,Quentin Musty,2005-07-06,LW,SJS,248733,quentin-musty
mutryca01,Casey Mutryn,2008-07-05,RW,SEA,,casey-mutryn
myersph01,Philippe Myers,1997-01-25,D,TOR,169620,philippe-myers
myersty01,Tyler Myers,1990-02-01,D,DAL,94206,tyler-myers
myniosa01,Sawyer Mynio,2005-04-30,D,VAN,248299,sawyer-mynio
nabokil01,Ilya Nabokov,2003-03-27,G,COL,240647,ilya-nabokov
nadeabr01,Bradly Nadeau,2005-05-05,LW,CAR,248818,bradly-nadeau
namesvl01,Vladislav Namestnikov,1992-11-22,C,WPG,130533,vladislav-namestnikov
nazarfr01,Frank Nazar,2004-01-14,C,CHI,238286,frank-nazar
necasma01,Martin Nečas,1999-01-15,C,COL,194727,martin-necas
nedelal01,Alex Nedeljkovic,1996-01-07,G,SJS,160299,alex-nedeljkovic
neighja01,Jake Neighbours,2002-03-29,LW,STL,211142,jake-neighbours
nelsobr01,Brock Nelson,1991-10-15,C,COL,127790,brock-nelson
nelsoty01,Ty Nelson,2004-03-30,D,SEA,248638,ty-nelson
nemecsi01,Simon Nemec,2004-02-15,D,NJD,226799,simon-nemec
nesbija01,Jack Nesbitt,2007-01-12,C,PHI,271143,jack-nesbitt
nesteni02,Nikita Nesterenko,2001-09-10,C,ANA,224706,nikita-nesterenko
nestrva01,Vaclav Nestrasil,2007-04-06,RW,CHI,273530,vaclav-nestrasil
newhoal01,Alex Newhook,2001-01-28,C,MTL,200446,alex-newhook
nichuva01,Valeri Nichushkin,1995-03-04,RW,COL,162486,valeri-nichushkin
niedeni01,Nino Niederreiter,1992-09-08,RW,WPG,123014,nino-niederreiter
nielstr01,Tristen Nielsen,2000-02-23,F,COL,188659,tristen-nielsen
nikisal01,Alexander Nikishin,2001-10-02,D,CAR,225855,alexander-nikishin
nilsoer01,Eric Nilson,2007-05-11,C,ANA,268677,eric-nilson
nilssfe01,Felix Nilsson,2005-06-22,C,NSH,,felix-nilsson
noesest01,Stefan Noesen,1993-02-12,RW,NJD,122895,stefan-noesen
nordmma01,Marcus Nordmark,2008-05-04,LW,ANA,,marcus-nordmark
norrijo01,Joshua Norris,1999-05-05,C,BUF,187550,joshua-norris
nosekto01,Tomáš Nosek,1992-09-01,C,FLA,144787,tomas-nosek
novakth01,Thomas Novak,1997-04-28,C,PIT,173610,thomas-novak
novotad01,Adam Novotny,2007-11-13,LW,VAN,,adam-novotny
nugenry01,Ryan Nugent-Hopkins,1993-04-12,C,EDM,117125,ryan-nugent-hopkins
nurseda01,Darnell Nurse,1995-02-04,D,EDM,131921,darnell-nurse
nylanal01,Alexander Nylander,1998-03-02,LW,TOR,187435,alexander-nylander
nylanwi01,William Nylander,1996-05-01,RW,TOR,166009,william-nylander
nymanja01,Jani Nyman,2004-07-30,RW,SEA,248569,jani-nyman
nyquigu01,Gustav Nyquist,1989-09-01,RW,WPG,113830,gustav-nyquist
nystrjo01,Joel Nystrom,2002-05-14,D,CAR,236706,joel-nystrom
obrieja02,Jake O'Brien,2007-06-16,C,SEA,271144,jake-obrien
obrieli01,Liam O'Brien,1994-07-29,C,UTA,129745,liam-obrien
oconndr01,Drew O'Connor,1998-06-09,F,VAN,197888,drew-oconnor
oconnlo01,Logan O'Connor,1996-08-14,RW,COL,170329,logan-oconnor
oestejo01,Jordan Oesterle,1992-06-25,D,NSH,130958,jordan-oesterle
oettija01,Jake Oettinger,1998-12-18,G,DAL,177818,jake-oettinger
oharaco01,Cole O'Hara,2002-06-20,RW,NSH,215344,cole-ohara
ohgreli01,Liam Ohgren,2004-01-28,LW,VAN,244120,liam-ohgren
oleksja01,Jamie Oleksiak,1992-12-21,D,SEA,117317,jamie-oleksiak
olivima01,Mathieu Olivier,1997-02-11,F,CBJ,169622,mathieu-olivier
olofsvi01,Victor Olofsson,1995-07-18,RW,CGY,142605,victor-olofsson
oreilry01,Ryan O'Reilly,1991-02-07,C,NSH,105153,ryan-oreilly
oreilsa01,Sam O'Reilly,2006-03-30,F,TBL,264060,sam-oreilly
orlovdm01,Dmitry Orlov,1991-07-23,D,SJS,106574,dmitry-orlov
ostapza01,Zack Ostapchuk,2003-05-29,C,SJS,219420,zack-ostapchuk
ostluno01,Noah Ostlund,2004-03-11,C,BUF,244119,noah-ostlund
ostmavi01,Victor Ostman,2000-10-03,G,SEA,210870,victor-ostman
othmabr01,Brennan Othmann,2003-01-05,LW,CGY,227257,brennan-othmann
ovechal01,Alex Ovechkin,1985-09-17,LW,WSH,63735,alex-ovechkin
leppaat01,Atro Leppanen,1998-12-14,D,EDM,228276,atro-leppanen
mcallry01,Ryan McAllister,2001-12-19,C,---,225967,ryan-mcallister
pachabr01,Brayden Pachal,1999-08-23,D,CGY,180928,brayden-pachal
pageaje01,Jean-Gabriel Pageau,1992-11-11,C,NYI,122661,jean-gabriel-pageau
palaton01,Ondřej Palát,1991-03-28,LW,NYI,122662,ondrej-palat
palmiky01,Kyle Palmieri,1991-02-01,RW,NYI,120908,kyle-palmieri
panarar01,Artemi Panarin,1991-10-30,LW,LAK,117198,artemi-panarin
paraste01,Terik Parascak,2006-05-28,F,WSH,265268,terik-parascak
parayco01,Colton Parayko,1993-05-12,D,STL,139539,colton-parayko
parekza01,Zayne Parekh,2006-02-15,D,CGY,252857,zayne-parekh
parenxa01,Xavier Parent,2001-03-23,F,NJD,209003,xavier-parent
parssju01,Juuso Pärssinen,2001-02-01,C,NYR,219620,juuso-parssinen
pastrda01,David Pastrňák,1996-05-25,RW,BOS,166010,david-pastrnak
paterji01,Jiří Patera,1999-02-24,G,BOS,204706,jiri-patera
patteri01,Riley Patterson,2006-03-22,F,VAN,,riley-patterson
paulni01,Nick Paul,1995-03-20,LW,TBL,151714,nick-paul
paupaha01,Hayden Paupanekis,2007-02-04,C,MTL,264987,hayden-paupanekis
pearsta01,Tanner Pearson,1992-08-10,LW,BUF,130530,tanner-pearson
pederla01,Lane Pederson,1997-08-04,F,PHI,170214,lane-pederson
peekean01,Andrew Peeke,1998-03-17,D,BOS,187555,andrew-peeke
pelecad01,Adam Pelech,1994-08-16,D,NYI,130615,adam-pelech
pelleja01,Jakob Pelletier,2001-03-07,LW,TBL,209005,jakob-pelletier
perbini01,Nicklaus Perbix,1998-06-15,D,NSH,205480,nicklaus-perbix
perfeco01,Cole Perfetti,2002-01-01,C,WPG,208299,cole-perfetti
perrega01,Gabriel Perreault,2005-05-07,RW,NYR,248129,gabriel-perreault
perroda01,David Perron,1988-05-28,LW,DET,95960,david-perron
perroja01,Jayden Perron,2005-01-11,RW,CAR,247723,jayden-perron
perryco01,Corey Perry,1985-05-16,RW,TBL,59656,corey-perry
perunsc01,Scott Perunovich,1998-08-18,D,STL,193752,scott-perunovich
pescebr01,Brett Pesce,1994-11-15,D,NJD,158164,brett-pesce
peshkgl01,Gleb Peshkov,2007-11-05,G,ANA,,gleb-peshkov
peterjo01,JJ Peterka,2002-01-14,RW,UTA,226507,jj-peterka
petroal01,Alexander Petrovic,1992-03-03,D,DAL,111629,alexander-petrovic
petryje01,Jeff Petry,1987-12-09,D,MIN,94006,jeff-petry
petteel01,Elias (C) Pettersson,1998-11-12,C,VAN,186266,elias-pettersson
petteel02,Elias (D) Pettersson,2004-02-16,D,VAN,245665,elias-pettersson-2
pettelu01,Lucas Pettersson,2006-04-17,F,ANA,260138,lucas-pettersson
pettema01,Marcus Pettersson,1996-05-08,D,VAN,172754,marcus-pettersson
pezzemi01,Michael Pezzetta,1998-03-13,C,TOR,170399,michael-pezzetta
phillis01,Isaak Phillips,2001-09-28,D,WPG,207736,isaak-phillips
philpno01,Noah Philp,1998-08-31,F,CAR,176622,noah-philp
pickaca01,Calvin Pickard,1992-04-15,G,EDM,110237,calvin-pickard
pickeow01,Owen Pickering,2004-01-27,D,PIT,240695,owen-pickering
pickfbr01,Bryce Pickford,2006-04-02,D,MTL,253022,bryce-pickford
piipaju01,Juho Piiparinen,2008-08-10,D,VEG,,juho-piiparinen
pinchvi01,Vitali Pinchuk,2002-01-11,F,NSH,,vitali-pinchuk
pinellu01,Luca Pinelli,2005-04-05,C,CBJ,249196,luca-pinelli
pintosh01,Shane Pinto,2000-11-12,C,OTT,217084,shane-pinto
pionkne01,Neal Pionk,1995-07-29,D,WPG,161716,neal-pionk
pitlity01,Tyler Pitlick,1991-11-01,C,MIN,123515,tyler-pitlick
plantma02,Max Plante,2006-02-20,F,DET,262578,max-plante
plantvi01,Victor Plante,2008-03-10,LW,DET,,victor-plante
podkova01,Vasily Podkolzin,2001-06-24,RW,EDM,218396,vasily-podkolzin
poehlry01,Ryan Poehling,1999-01-03,C,ANA,191764,ryan-poehling
pohlker01,Eric Pohlkamp,2004-03-23,D,SJS,,eric-pohlkamp
pointbr01,Brayden Point,1996-03-13,C,TBL,151992,brayden-point
poitrma01,Matthew Poitras,2004-03-10,C,BOS,248738,matthew-poitras
polinja01,Jason Polin,1999-06-17,F,BUF,196267,jason-polin
ponomva01,Vasiliy Ponomarev,2002-03-13,C,CAR,227515,vasiliy-ponomarev
portier01,Erik Portillo,2000-09-03,G,LAK,225158,erik-portillo
pospima01,Martin Pospisil,1999-11-19,C,CGY,209457,martin-pospisil
postami01,Michal Postava,2002-02-28,G,DET,,michal-postava
pottecu01,Cullen Potter,2007-01-10,C,CGY,271182,cullen-potter
poulisa01,Samuel Poulin,2001-02-25,RW,MTL,209007,samuel-poulin
powerow01,Owen Power,2002-11-22,D,BUF,217120,owen-power
prademi01,Michal Pradel,2007-03-10,G,DET,,michal-pradel
prestma01,Mathis Preston,2008-07-21,RW,ANA,,mathis-preston
priceca02,Caden Price,2005-08-24,D,SEA,248678,caden-price
pridhja01,Jack Pridham,2005-10-08,F,CHI,,jack-pridham
primeca01,Cayden Primeau,1999-08-11,G,TOR,196138,cayden-primeau
prishni01,Nikita Prishchepov,2004-02-20,C,COL,247963,nikita-prishchepov
prokhda01,Daniil Prokhorov,2007-04-27,RW,NYI,281619,daniil-prokhorov
prosviv01,Ivan Prosvetov,1999-03-05,G,PHX,196998,ivan-prosvetov
protaal01,Aliaksei Protas,2001-01-06,C,WSH,216675,aliaksei-protas
protail01,Ilya Protas,2006-07-18,C,WSH,270607,ilya-protas
protzow01,Owen Protz,2006-02-07,D,MTL,,owen-protz
provoiv01,Ivan Provorov,1997-01-13,D,CBJ,170336,ivan-provorov
psenima01,Max Psenicka,2007-01-18,D,UTA,291260,max-psenicka
pugacgl01,Gleb Pugachyov,2008-03-25,RW,MTL,,gleb-pugachyov
pulkkje01,Jesse Pulkkinen,2004-12-27,D,NYI,272256,jesse-pulkkinen
pulocry01,Ryan Pulock,1994-10-06,D,NYI,130691,ryan-pulock
pyyhtmi01,Mikael Pyyhtia,2001-12-17,LW,CBJ,230593,mikael-pyyhtia
quickjo01,Jonathan Quick,1986-01-21,G,NYR,87893,jonathan-quick
quillja01,Jacob Quillan,2002-02-02,F,TOR,241456,jacob-quillan
quinnja01,Jack Quinn,2001-09-19,RW,BUF,208510,jack-quinn
raddyda01,Darren Raddysh,1996-02-28,D,TBL,162334,darren-raddysh
raddyta01,Taylor Raddysh,1998-02-18,RW,NYR,177601,taylor-raddysh
rakelri01,Rickard Rakell,1993-05-05,RW,PIT,130557,rickard-rakell
ralphco01,Colin Ralph,2005-10-04,D,STL,273302,colin-ralph
rantami01,Mikko Rantanen,1996-10-29,RW,DAL,162163,mikko-rantanen
rasmumi01,Michael Rasmussen,1999-04-17,C,DET,178651,michael-rasmussen
ratyaa01,Aatu Räty,2002-11-14,C,VAN,227734,aatu-raty
rautibe01,Benjamin Rautiainen,2005-06-12,C,TBL,,benjamin-rautiainen
ravenjo01,Joshua Ravensbergen,2006-11-27,G,SJS,270166,joshua-ravensbergen
raymolu01,Lucas Raymond,2002-03-28,LW,DET,218392,lucas-raymond
reavery01,Ryan Reaves,1987-01-20,RW,SJS,80339,ryan-reaves
regenpa01,Pavol Regenda,1999-12-07,F,SJS,219667,pavol-regenda
regulal01,Alec Regula,2000-08-06,D,EDM,196270,alec-regula
rehkoca01,Carson Rehkopf,2005-01-07,LW,SEA,248740,carson-rehkopf
reichlu01,Lukas Reichel,2002-05-17,LW,BOS,226504,lukas-reichel
reidca01,Cameron Reid,2007-04-08,D,NSH,271146,cameron-reid
reidch01,Chase Reid,2007-12-30,D,SEA,,chase-reid
reillmi01,Mike Reilly,1993-07-13,D,CAR,143097,mike-reilly
reimeja01,James Reimer,1988-03-15,G,OTT,89975,james-reimer
reinbda01,David Reinbacher,2004-10-25,D,MTL,247058,david-reinbacher
reinhco01,Cole Reinhardt,2000-02-01,LW,FLA,196083,cole-reinhardt
reinhsa01,Sam Reinhart,1995-11-06,C,FLA,132239,sam-reinhart
rempema01,Matt Rempe,2002-06-29,C,NYR,216250,matt-rempe
reschco01,Cole Reschny,2007-04-06,C,CGY,263186,cole-reschny
richaan01,Anthony Richard,1996-12-20,C,NSH,160397,anthony-richard
riellmo01,Morgan Rielly,1994-03-09,D,TOR,130695,morgan-rielly
rifaima01,Marshall Rifai,1998-03-16,D,TOR,193751,marshall-rifai
rinzesa01,Sam Rinzel,2004-06-25,D,CHI,250050,sam-rinzel
ristora01,Rasmus Ristolainen,1994-10-27,D,PHI,139048,rasmus-ristolainen
ritchca01,Calum Ritchie,2005-01-21,C,COL,248742,calum-ritchie
ritchry01,Ryder Ritchie,2006-08-03,F,MIN,261513,ryder-ritchie
rittida01,David Rittich,1992-08-19,G,NYI,176770,david-rittich
roberja01,Jason Robertson,1999-07-22,LW,DAL,187397,jason-robertson
roberma02,Matthew Robertson,2001-03-09,D,NYR,200428,matthew-robertson
roberni01,Nicholas Robertson,2001-09-11,LW,TOR,197139,nicholas-robertson
robersi01,Simon Robertsson,2003-02-05,RW,STL,233741,simon-robertsson
